text,id,media
"A Praça 14 sempre sediou manifestações afro-brasileiras que também aconteciam em bairros extintos como a Costa da África, que ficava próximo ao antigo cemitério São José, atualmente a sede do Atlético Rio Negro Clube, na área central da cidade, e também no bairro Cachoeirinha.",1612948479164162048,1.376274e-07
"Muitas práticas ascéticas, respirações e meditações abstratas do budismo e taoísmo, o hipnotismo da Europa ocidental, e os inúmeros prodígios vistos nas pesquisas psíquicas são apenas as manifestações do poder latente da alma do homem.",1596484914828169216,7.544093e-07
"Em 2016, a origem marroquina do vilarejo foi contada no documentário ""Mazagão -  Porta do Mar"", do Gavin Andrews, que abordou as manifestações culturais, costumes e tradições do povo mazaganense.",1617572754693451776,7.334704e-06
"Identificado por um vizinho, Claudio Emanoel da Silva Gomes é o homem procurado pela polícia, suspeito pela destruição do relógio que Dom João VI trouxe ao Brasil em 1808, durante a invasão  do dia 8 de janeiro nos três poderes em Brasília.",1616507035318902785,8.496094e-06
"Em sua quarta edição, a Festa das Águas é realizada pelo Instituto Rosa dos Ventos de Arte, com apoio da Secretaria de Cultura e Economia Criativa do DF, como uma das 5 manifestações populares que integram o Circuito Candango de Culturas Populares.",1621542662221225984,9.262706e-06
"Mesas de diálogo, lançamentos de livros, exposições de arte e artesanato, música, poesia, samba, HipHop, capoeira e outras manifestações culturais ocuparam as ruas da “cidade heroica” à beira do Rio Paraguaçu.",1589768448715812864,2.858892e-05
"vocês sabiam que Acredita-se que a música tenha surgido há 50.000 anos, onde as primeiras manifestações tenham sido feitas no continente africano.",1605834352335675393,3.5587545e-05
O documento que atualmente é considerado uma petição trata-se de uma das manifestações representativas do povo negro durante o Brasil Colônia.,1603404697200906242,3.62492e-05
sobre as manifestações:\n\n“a insatisfação é o primeiro passo para o progresso de um homem ou uma nação”\n\n-Oscar Wilde.,1587787790405754880,3.857294e-05
"Após o fracasso do governo Dutra, várias manifestações do povo, de intelectuais e políticos a favor do retorno de Getúlio (que havia se afastado da política como dito na aula anterior), faz com que Getúlio retorne à cena e dispute as eleições de 1950.",1612139391660527624,5.2877618e-05
"Segundo a lei, não é permitido modificar as cores ou o lema da bandeira ao representá-la; apresentá-la em mau estado de conservação; usa-la como vestimenta, agasalhando-se nela, como visto em comemorações esportivas ou em manifestações de rua.",1607518157790404610,5.8636797e-05
"Antes da desapropriação do terreno, o Seringal Mirim foi um abrigo para o nascimento de manifestações do sincretismo da cultura de matriz africana com símbolos religiosos católicos e indígenas.",1611137310975827970,5.9848725e-05
"Em sua primeira clausula, ela complementa: ""O Estado protegerá as manifestações culturais populares [...] de todos os grupos participantes do processo civilizatório nacional. """,1621010671487033346,8.619947e-05
"As marchas de Selma a Montgomery de 1965 foram três manifestações, sendo a primeira conhecida como “Domingo Sangrento”  do movimento pelos direitos civis dos negros nos Estados Unidos que conduziram à aprovação da Lei dos Direitos ao Voto de 1965, uma conquista histórica.",1606422141234290691,8.914552e-05
"na atuação institucional, \nme proponho a articular junto ao poder público municipal, através do conselho de cultura, condições para o exercício das atividades culturais, das manifestações genuínas gravataienses, dentro do repertório local.",1590667429453369344,9.0750045e-05
"Mato Grosso\nDa capital do agronegócio brasileiro, Sorriso, no Mato Grosso, vem um dos principais articuladores das manifestações antidemocráticas no país, o empresário Argino Bedin, produtor rural que é chamado de “pai da soja” na região.",1593629710591741952,0.00013205485
"🇺🇸 🇨🇳 Senador do Missouri Eric Schmitt: ""Estou pedindo uma investigação e exigindo respostas do administrador Biden sobre por que um balão espião chinês foi autorizado a pairar sobre a infraestrutura militar crítica no Missouri e no interior dos EUA sem qualquer intervenção"".",1622825514191802369,0.000152084615
"Além de Kayo, Jornandes Brito dos Santos e José Wilson Barboza de Magalhães Junior também atuavam como líderes nos lugares onde ocorriam as manifestações.",1591528765829840896,0.000253762815
O objetivo é discutir e receber manifestações orais e escritas acerca da quarta norma do Regulamento das Concessões Rodoviárias (RCR 4).,1620403316231667712,0.00027073268
"China 🇨🇳: Os protestos dos últimos dias, já são as maiores manifestações contra o governo chinês desde 1989.",1598416607772278784,0.000298804925
