text,id,media
"Porém, vice-presidente chama manifestações pró-golpe militar de 'ordeiras' e 'justa indignação'\nhttps://t.co/POgrfq8T5E",1587945962814709761,0.28580800500000003
"@77_frota Frota ajudando a divulgar as manifestações. 😅\nEu agradeceria, mas soube que vc ‘corta pra os dois lados’. 🤣😂\n\nNão se preocupe: \nDefenderemos a sua LIBERDADE de transformar sua CARREIRA em PÓ! 🤣🤣🤣",1612133591940751360,0.50646255
"@_bubuia Vou ter q silenciar isso, desculpa; a carreta de biscoito 🍪 está presa nas manifestações.",1587847046207524864,0.42350179499999996
@exercitooficial Assumam sua posição.   INTERVENÇÃO MILITAR NOS 3 PODERES!!!,1612420017374760960,0.380182515
Gosto muito do Zé Maria . Mais discordo que a s manifestações são sem sentido. A manifestação é por tudo que o STF tem feito inconstitucional. #ospingosnosis \n@OS PINGOS NOS IS - 07/11/2022 https://t.co/ePEyHQwBMB via @YouTube,1589732669193003008,0.26212413
@77_frota Quem está bancando toda essa despesa? Os participantes desses atos antidemocráticos não trabalham? O que fazem da vida? É só cortar a fonte de alimentação que tudo acaba.,1612348827314552832,0.57142025
Deputado quer proibir Hino e Bandeira em manifestações https://t.co/D94DX6MxLP via @YouTube,1599740875034095616,0.26499323
"@ggreenwald existe um movto liderado pelo @GuilhermeBoulos para desestabilizar o estado de SP e abrir caminho p/a derrubada do @tarcisiogdf como fizeram no DF.  Os não petistas estão nos seus empregos, trabalhando. Quem está nas ruas fazendo manifestações é o PT e o MLST. https://t.co/PJWmZ9e0Am",1613184530419949569,0.59239647
@JuMagalhaesBH Loucos são vocês que fecham vias e pedem intervenção militar.,1589560881440239617,0.77046645
"@proanalucia Olha pessoal de Maringá, vejam como uma  Vereadora de Maringá, Socióloga e phd se posiciona diante das manifestações. Deve ter sido uma péssima aluna, não aprendeu nada.",1591621599379476481,0.545108485
"@a_jessicao Assistam o documentário da BP, ""1964: Brasil entre armas e livros""\nhttps://t.co/x8WXLRCDb3\n\nVejam como se deu as manifestações da ""Marcha da Família""\n\nJá é a receita de bolo.\n\nSe puderem também vale assistir esses:\n*A Onda*\nhttps://t.co/TZ1ug2p6tN\n\n*1984*\nhttps://t.co/8eu8TNMdDG",1587621701780738057,0.243127565
"Manifestações pelo Brasil:\nPorto Alegre-RS, Comando Militar Sul, 27/11/2022 https://t.co/1xHtYmTw7x",1597549206692319233,0.341235885
@AnonNovidades Vcs não queriam intervenção militar❓.. taí 🤣🤣🤣🤣🤣🤣🤣🤣,1587731934909808640,0.22917463500000002
"""Manifestações são legítimas""\nConcordo. Porém, nessa semana, um coração doado foi impedido de chegar ao paciente. E o direito de ir e vir, como fica? Olha, políticos devem ser cobrados SIM. Agora, sobre o resultado das eleições, é como uns diziam em 2018, ACEITA QUE DÓI MENOS 😉",1588892602526752768,0.461119575
@juniorlannes2 @airtongm67 Povo é abestaiado perde tempo com lula a gente tem que ir para as manifestações luta pra o Brasil volta a ser da direita,1589072219900063744,0.68566319
Pessoal em Salvador. Alguém tem contato com quem possa doar capim e um berrante? Precisamos ajudar os amigos que estão fazendo manifestações nos Aflitos e Imbuí. Eles estão sem comer e meio desordeiros.,1587824047496351744,0.40013615
"@sinistrao7878 @MagnliaMariade1 @o_antagonista Acha que não 59 milhões de pessoas odeiam o Lula, mesmo. Fora os 33 milhões que não gostam.  Acham que as manifestações vão acabar ? Isso vai durar os 4 anos ! Greve e manifestações pelo Brasil todo.",1612113098021769217,0.590230615
"Dia abençoado pra todos, até pra quem pede intervenção militar 🙏",1591037993951072256,0.5044806
@nopontodofato Colocaram uns mortadelas uniformizados de oficiais do exército pra inibir as nossas manifestações e é óbvio q seriam desmascarados kkkk,1589681666280525825,0.68245618
@o_antagonista Não queriam intervenção militar?????,1613257466472439821,0.220570675
"@KobaAlexey @felipeneto Não estão sendo presos por fazer manifestações, e sim POR TERRORISMO",1612943083506892800,0.67464875
"@n_sc349 @o_antagonista Oie .. até onde eu vi são manifestações contra o governo. Esse negócio de golpe me parece mais narrativa do que verdade, no domingo penso que foi um ato isolado de poucos, não é o desejo da maioria o quebra.",1613204490139668481,0.400732575
"@MarinaSilva Então antes de acusar, prove quem fez aqueles ataques, aquilo foi tática de guerrilha para acabarem com as manifestações pacíficas e desde 2014 acontecem sem sequer um empurrão em ninguém, todos honrados. Tu não vai lá ajudar o cacique que prenderam?",1603026664803696646,0.61320025
@alertatotal @JovemPanNews Uma coisa que me intriga\nO que acontece com aquele pessoal que foi levado da frente do QG de Brasília para o Ginásio (Campo de Concentração). 170 pessoas entre elas idosos que nem foram para a invasão ???\nNão vejo notícias alguma nem na JP,1615743670480785414,0.564376575
É assim que se faz.\nNão estão pedindo intervenção militar? Ganharam o que pediram. https://t.co/FBBnNkh3CW,1596047717398360065,0.3085008
@emb_resistencia Intervenção militar… artigo 142 aí pra ti,1588464720016801793,0.43342578
@CanaldoNegaoo Se continuar escrevendo “Atos Antidemocráticos”acho que sim… eu a torcida do Flamengo!!,1588478744658083842,0.33712063000000003
"@marcelvanhattem Com todo o respeito que tenho pelo senhor deputado, o povo se cansou sabe que manifestações pacíficas não dão em nada e pelo que eu vi o saco do povo estourou e não tem mais volta então é melhor se mexer e pressionar logo a esquerda pra liberar o cód fonte",1612395795185016844,0.5258185799999999
"@joaoNerdNews É muito simples, é uma continha básica para criança de 3 anos.\n\nO Brasil inteiro está nas ruas pedindo intervenção militar... Para um bom observador um pingo basta.",1587287762901913602,0.6411077000000001
"@carlosbuenooo @Silviolemosfoz @Biakicis Lógico que não seu Burro, não eata os pedindo intervenção militar.... muuu",1588906403556601857,0.67136497
Lewandowski nega liberdade a presos por atos terroristas https://t.co/2br6PS3iLQ,1615117100888231938,0.6572045799999999
"🇧🇷 Ricardo Cappelli, o Interventor Federal, afirmou que Anderson Torres, então secretário de Segurança do DF, não estava de férias quando viajou aos EUA. \n\nEm sua ausência, Brasília foi vandalizada por terroristas.",1613289108104794125,0.44648635000000003
Era intervenção militar que vocês queriam né?,1612192233683390464,0.4599487
O Xandão bloqueou valores de empresas por suposto apoio às manifestações contra o golpe da eleição de forma ditatorial. Agora exige que os empresários procurem ele de forma reservada. Estaria ele por cometer crime de extorsão?,1593585413062594560,0.38116391
INTERVENÇÃO MILITAR JÁ 🇧🇷,1589216958394032128,0.4894937
@mariaap03503874 Meus tweets acabaram de rotular meus twitters que estou mostrando vídeos das manifestações. Tem alguma coisa acontecendo. Estão tentando nos calar de qualquer forma!,1588981639774109697,0.40052433499999995
@exercitooficial Vocês são soldadinhos de chumbo?\nAs forças armadas tem obrigação de oferecer apoio aos outros poderes contra esses terroristas em Brasília.,1612163307691036674,0.773731735
Quanto mais tapas melhor para comprovar a realidade! A cada besteira devemos comemorar! Permaneçamos firmes e unidos nas manifestações! https://t.co/NrXsx0XjPD,1590706491753127937,0.64049208
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷\nFoi confirmado a fraude desse jogo do Brasil x Croácia. Vamos todos para os quartéis pedir intervenção militar no campo do Catar\n🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1601368324537188353,0.77601575
"@Rebeecaafrr @imlucasw @__amandalopes1 @choquei pq são coisas burras, infundadas e pedem coisas contra a constituição (intervenção militar) \n\nhá boletim de urna, acompanhamento dos partidos e voluntários em todo processo \n\nimpedir que mentiras se propaguem nao é censura",1589597776148471810,0.6573205200000001
Intervenção militar nos 3 poderes.\nNosso grito é esse. https://t.co/wPaFaTpORM,1612172766081617920,0.25429723849999997
"@randolfeap @gabrielabilo1 CADE A  CPI DAS MANIFESTAÇÕES? NÓS O POVO QUEREMOS CPI, OU VCS TEM ALGO A ESCONDER POR ISSO NÃO QUEREM?? QUEREMOS ESCLARECER TUDO.",1618388068221976578,0.410216585
"MANIFESTAÇÕES DEMOCRÁTICAS \nEM 2023 PT\n\nBOULOS, COM SEU GRUPO TERRORISTA MTST\nFEZ E FAZ DESTE ENTÃO\nESSES ATOS DE QUEBRA QUEBRA\n\nQUEBRANDO TUDO DE\nPATRIMÔNIO PÚBLICO E PRIVADO\nFIZERAM ISSO NA\n\nCIDADE DE BRASÍLIA\nOUTRAS LOCALIDADES\nINFILTRADOS ONTEM 08012023\nQUEBRA QUEBRA\nBRASÍLIA https://t.co/dYsCPMPMyr https://t.co/8cCrOx8LA2",1612397451172012032,0.7531801650000001
"@LiahMonteiro4 INTERVENÇÃO MILITAR, INSURREIÇÃO OU GUERRA CIVIL??",1611558122081996806,0.43133976500000004
@RenanSantosMBL Mas as manifestações violentas interessam ao governo.,1612553726455062536,0.51480826
Manifestações já resultaram em mais de 14 mil detidos e duas pessoas executadas. https://t.co/8OKk0iGmlK,1604220185547784195,0.443720935
Empresários enviam funcionários e bancam despesas para inflar atos antidemocráticos https://t.co/gLq7eioqIy,1590297330418610178,0.24805906500000002
"Ministro @FlavioDino e Ministro @alexandre, gostaria de saber se o @googlebrasil, através de suas plataformas, irá desmonetizar todos os golpistas que estão em ação direta ou indiretamente na invasão dos 3 poderes em Brasília nesta data.",1612222639979872258,0.771806175
@reporterenato Intervenção Militar já,1587612358238674944,0.49494755
"Vcs só n contaram q O POVO, num levante, como nunca antes visto, se levantaria, vcs tripudiaram das nossas manifestações!! NÃO LIGARAM!! “Amanhã prendo algum grande”\n“Amanhã censuro perfis”\nNós amamos o nosso Presidente Bolsonaro e sabemos tb o qto ele ama o Brasil e ao seu povo!",1589228052986626049,0.4638436
As mídias do brasil não passam sobre as manifestaçoes \n Com medo do cabeça de ovo... Q dita as ordens como ele quer ..bom dia amores estamos na luta 🇦🇷🇧🇷🙏💪🏻👏🏻👏🏻👏🏻,1588991407557349377,0.65805785
"Essa é sexta leva de denúncias apresentadas pela PGR contra participantes dos atos antidemocráticos, que já chegam ao total de 479",1620159151631663105,0.27452261
@alefreitasdep Pede intervenção militar.🐂🦬🐃,1588107897568989184,0.49031791
"Hoje é dia de Brasileirão, hoje tem São Paulo futebol clube lutando por uma vaga na libertadores e os caras tão mais preocupados bloqueando rodovias e pedindo intervenção militar mds",1587505690314260480,0.29232636
"@kellymatos Calma. Já estão aparecendo os verdadeiros responsáveis por isso, e não são de direita.\nMuito previsível. Só um lado queria o fim das manifestações, e não era a direita. Tudo sendo mostrado, graças à Deus.\nA verdade sempre prevalecerá.",1612859457498759168,0.38793791499999997
"Migalhas vai pedir autorização judicial para filmar como é a cadeia dos presos nas manifestações, para que todos vejam a realidade. É cana, meu amigo. E não é doce.",1614015615840276499,0.69479143
