text,id,media
intervenção militar ja!!! \npor favor mate todos os bolsonaristas 🥰🥰,1590728514877423616,0.9746153049999999
"@luu_viegas @77_frota Para bater em professor em manifestações lutando por educação de qualidade, pra matar preto, porque com os golpistas são extremamente complacentes",1611760793040875525,0.97480685
"@RDariqueza @luciano_mcjr @monark Teoria que promove ódio, morte ao inimigo(esquerdista/comunista) que só existe na fantasia ou qualquer um que se oponha. Discursos cheio de Racismo, Xenofóbicos, Homofóbicos e etc...  \nCrime tem que ser punido.\nDefender Nazismo é crime.\nPedir intervenção militar é crime.",1590324984010125314,0.97491744
"@JJuce2016 @fab_oficial @stf O garimpo contamindontdxagua c mercurio e outros metais ... vá a merda facista dos infernos, e eles nbestao confinados eles estão no território q é  deles por direito de posse mt antes do homem bco chegar, e q agora o gatimpo e madeireiro invade, depreda, estupra e mata, nazi",1617484204542918656,0.97499874
"Sinto a falta de fuzil, umas bombas, e boa munição contra esses terroristas.\n\nBandido bom, é bandido morto, espero que todos morram, bando de bandido filho da put@\n\n#brasilia #BolsonaroCovarde #Terrorismo https://t.co/SX1teEy3Ru",1612209066847117314,0.9751021
MANO QUE OS BOLSONARISTAS TODOS MORRAM ATROPELADOS NESSAS PORRAS DE MANIFESTAÇÕES,1588527901410197506,0.97524285
"Caos em Brasília!\n\nSe fossem pretos, professores ou travestis, já teriam sido fuzilados. Mas são nazistas. São terroristas. São bolsonaristas. Por esses motivos, nada acontece, pois a POLÍCIA MILITAR é conivente. Esse câncer no Brasil chamado PM tem que acabar!",1612204905409699845,0.97527667
eu queria ver todos os terroristas de Brasília e a família Bolsonaro pendurados pelo pescoço em praça pública https://t.co/0LIgRMOZyG,1612264101798879233,0.97539665
"@GayerGus Tadinho dos TERRORISTAS!!! Destruíram Brasília, pediam GOLPE DE ESTADO, queriam a MORTE DE OPOSITORES políticos. Mas coitadinhos. É o mesmo povo do “bandido bom é bandido morto” então se deliciem com essas imagens!!!",1612672112443129856,0.97539702
"Olha a cada dia mas nojo tenho desses bolzominions,  essa praga merece tudo morrer. Bando de terroristas, que se dizem pessoas de bem destruíram tudo  Brasília. #TNC",1612197204264980486,0.97563613
Agora seria um excelente momento pra jogar umas bombas em Brasília e acabar com esses terroristas.,1612169629262045185,0.9757475
"Criminalizaram as manifestações contra o ladrão, agora o governador viado do RS, @EduardoLeite_,  quer prender quem foi do RS protestar em Brasília, morra engasgado com um pinto ditador desgraçado 🖕🖕🖕.",1612938309575053312,0.97583547
"Já pode jogar uma bomba nesses terroristas manifestantes de Brasília, mete bala de borracha nesses vagabundos",1612163984207261698,0.9760479
"tinham que tomar mta bala, cassetete e gás na cara nesses terroristas em Brasília… e digo mais, pra machucar!!",1612396721320902657,0.9760479
"bolsonaristas seus arrombados \nse meu biquíni da shein ficar preso na porra das manifestações eu vou matar vocês no soco porra \né inacreditável que ainda tenha uns 20 desempregado que fica lá sentado o dia inteiro, devem tá fedendo a cu \nputos",1590354174663065603,0.9760479
"Tem q meter é muita bala na cara desses bando de filho da puta em Brasília. Golpistas, terroristas!",1612227491015393281,0.9760479
"@regina2037 @mauriciorocha70 É verdade!\n Como amar uns terroristas, fascista, loucos e desequilibrados que acabaram com o nosso patrimônio em Brasília! Deveria matar todos!",1612416527097122818,0.9760479
Queria ver tacarem bomba e bala nesses terroristas vagabundos em Brasília,1612228555559112705,0.9760479
"Eu autorizo matar os terroristas de Brasília,  pelo amor!! ❤️😻😊😍\n(É meme)",1612232225755389953,0.9760479
todos esses terroristas q tão fazendo baderna em Brasília merecem é mt porrada mds todo dia esse povo enchendo o saco morram todos,1612187855530463233,0.9760479
"@CileneAlvesdaS4 @asvezesrebeca @AndreJanonesAdv Cadeia para os terroristas é pouco, eu quero sangue. Morte a todos que invadiram Brasília!",1612170500758724608,0.9760479
"NINGUÉM PODERÁ FUGIR DO SEU DESTINO JÁ PASSOU DA HORA DESTA HORDA BOZONAZISTA QUE FIZERAM AÇÕES TERRORISTAS PAGAREM POR SEUS CRIMES. VANDALISMO,  ATENTADOS, CONTRA DEMOCRACIA,INCITAÇÃO À VIOLÊNCIA E SEQUESTRO. NAZIFASCISTAS NÃO PASSARÃO. https://t.co/lqzncvzSYR",1603461749000359936,0.97612625
"@abdiel_pazini Não gosto de nem um nem outro, todos tem que ser presos, terroristas principalmente porque são perigosos, truculentos, temos mais de 2 mil em Brasília guardados na papuda e na colmeia, vamos endireitar este Brasil, chega de matar indígenas, doentes de covid, famintos, negros",1619161912012578817,0.97629359
@AnonNovidades o google nao dá ideia de como dissipar manifestações poderiamos fazer uma enquete...\n(  ) 1) jogar carrapato e piolho no gado;\n(  ) 2) ir todo mundo vestido de gays e de religioes afro com a camisa do Brasil;\n(  ) 3) mandar a policia soltar gás lacrimogenio e bomba neles...,1587601637295767552,0.97663945
Oq eu quero ver é a intervenção militar dando chute na bunda dos bolsominion,1609391312096169986,0.97664368
"@GayerGus Na véspera do Natal a turma que vc defende tentou explodir uma bomba no aeroporto de Brasília.\n\nMataria crianças, mulheres, idosos, todos inocentes.\n\nTerroristas, fascistas, milicianos!",1614375052429987842,0.976944595
"Agressões, intimidações, ataques a tiros, até quando?\nbolsinaristas são nazifascistas! bolsonarismo mata! \n\nhttps://t.co/k3pgBitdWm",1597233186668695553,0.977001695
